hgnc_symbol	PL2_EBOV_1h	PL7_EBOV_72h	PL8_EBOV_72h	PL9_MAVKO_EBOV_1h	PL10_MAVKO_EBOV_1h	PL15_MAVKO_EBOV_72h	PL16_MAVKO_EBOV_72h	PL17_VP35_1h	PL18_VP35_1h	PL23_VP35_72h	PL24_VP35_72h	PL25_MAVKO_VP35_1h	PL26_MAVKO_VP35_1h	PL31_MAVKO_VP35_72h	PL32_MAVKO_VP35_72h
PSMB8-AS1	70.72426574	63.85199431	61.70891337	24.48505077	28.4274293	33.31937884	27.07214369	61.78023529	94.00191954	866.312127	847.5606205	32.28881789	28.45605978	34.2566486	41.07410073
FN1	8.93744239	43.06974832	59.15710503	2.426501422	1.805391386	15.44231098	15.13691245	2.511493037	7.139437835	50.15173504	48.35509759	2.518755874	2.662407107	21.42927728	16.64074586
BCAT1	0.284819915	0.240446325	0.527457005	2.981598114	2.997362686	4.322803328	3.893148432	0	0.246442722	1.24325356	1.235330201	2.74355637	3.325677917	6.576313463	3.853152823
NRAV	2.016234766	4.468051775	2.261856354	1.816558211	1.856598928	3.548614877	1.048460142	0	0.610597171	3.150346614	3.366778416	0.849694273	1.303772747	3.394533185	5.579262731
OPTN	1.305470807	2.755211634	2.975503778	1.792280867	1.17757701	2.864609596	3.297303076	0	1.694353671	9.454241828	6.454828707	1.571884793	1.736570489	6.100268529	5.504698821
EPS8	2.240988033	8.037112316	8.938629313	1.856600624	1.626449107	1.978274745	3.134346229	0.609908863	1.404127284	10.83995878	10.2291318	2.171060233	1.43911277	3.568483457	2.375936033
LINC00152	1.386307252	2.129995438	0.829434593	0.999212141	0.291781958	0.887247064	1.441784382	0	0.839659449	4.043370215	4.208915831	0.623174696	1.434300921	2.66741385	2.386935737
LAP3	2.531613138	2.692871786	2.776907571	3.801494011	3.463455695	1.620251442	1.579753815	0.374646792	1.993353749	14.06442721	9.223363664	1.564769436	3.666959883	3.409779438	2.490809559
GDF15	0	1.89926098	2.289191784	0.827330417	0.241590428	1.175400423	0.955018079	0.226487479	0.834268247	6.695681582	4.460684424	3.353856344	1.900122275	2.208572656	3.3880142
IFIT5	2.505918683	1.69240676	1.42790832	3.153677772	1.50694662	1.680178551	2.109781221	0.941826887	1.011857603	10.93846377	10.28908524	1.877439882	1.60498809	2.06643189	1.467576927
GLRX	0.588946265	1.82717778	2.642771314	1.061240676	0.774737589	0.942325094	1.607851004	0.145261023	0.267535008	2.249433109	2.145693391	0.910057209	1.218670924	1.912275055	1.539174296
ZMYND8	0.439836656	1.633773651	1.754376539	0.452888808	0.595120395	0.96513863	1.306965725	0.061990737	0.456686645	2.094446833	2.899664253	0.917966976	1.36519113	1.753041873	1.390974223
CDH1	0.232689551	2.750126736	3.093762832	0.279527049	0.163250517	0.794256333	0.403335505	0.229567445	0.46978518	4.093586219	3.108424366	0.435828831	0.481490431	1.044683112	0.953913123
CYP2F1	0.640090563	3.971701067	4.787117488	0	0.505209643	2.457976637	1.83069055	1.105128785	0	5.778558291	7.967756013	0	0.496687774	1.539509396	2.361651849
ACO1	2.282975554	2.998020357	2.908894635	2.361605823	2.002114718	3.409283545	3.693410751	1.001041681	2.765508139	18.58428826	17.79022649	3.563354981	4.395966207	5.917951553	3.041701299
CCDC152	0.279281717	6.766626317	5.709101527	0.670995271	1.910402187	79.00414036	60.270033	0.275534462	0	1.551555144	1.865417012	1.255430924	1.589227159	49.30369705	48.4300386
RDH10	1.530695803	3.937472376	5.925913451	0.540825215	0.189512957	1.49829867	1.966527783	0.444164038	0.87257675	8.628867067	4.701962517	0.607129793	0.465790639	1.559241503	1.550319471
GLUD1P7	5.013085955	8.464141928	6.427188233	2.580924634	1.507322043	1.833378687	4.468885045	2.119638425	1.735045174	22.87703122	18.26405234	4.024087726	1.481896557	2.755928928	2.642296575
MTUS1	3.111607605	9.712550006	12.33171031	5.415213976	5.49959186	9.548758282	9.334983644	0.354214348	2.077936908	11.74602174	9.737714024	5.738396005	4.911543165	11.62876947	9.468926086
SLC23A2	0.892549436	4.068870144	7.883105302	0.689276878	0.80510854	1.795320527	2.055449256	0.377388718	0.695057019	5.135668174	5.342248329	0.716464322	0.989409977	2.45338184	1.332926988
PLA2G4A	3.999508477	16.93829362	26.08954055	2.802659724	2.279857357	11.09210048	9.70564112	0.986461291	2.624293545	17.82176952	16.39272434	1.123665261	3.103477973	11.86391457	12.91186942
ROBO1	0.793005991	0.989312258	1.493668695	3.228351061	1.622710144	3.383531978	2.657496973	0.130394309	0.320205578	2.080403607	2.247108233	3.317180398	2.187892517	3.729817192	3.684394047
NFIL3	0.459575814	1.901082813	0.687416295	0.828124019	1.692755186	2.941319765	1.672884785	0	1.113424673	5.10636518	5.023083665	1.549418526	1.426458701	3.979244143	3.108658752
IFNGR1	3.354313556	5.506136668	5.203080945	3.357912447	1.176660964	1.90825413	2.907121835	1.286952774	2.708856993	18.63495578	19.23626783	3.141324024	3.277637018	3.764881905	1.833472225
LIPA	2.537026974	3.690434835	5.254324556	1.641068576	1.540323493	1.249012568	1.420759584	0.192537421	2.718649704	13.41688351	10.90210351	1.315901273	1.716253518	2.722391911	2.520137446
LINC01021	1.816178113	3.21977499	4.708723449	1.745401648	1.911293492	3.719576473	4.722144451	0.358361917	0.440009561	3.783680132	4.190663368	2.245129763	2.254864587	5.940708814	3.350448083
TESC	2.985095242	2.058025787	4.464993695	3.585957591	3.141428182	6.686691895	8.537519482	0.245420233	1.506678637	6.909898364	8.760838635	5.311545076	6.948986894	10.05141368	11.01368479
PSMG3-AS1	0.753906823	0.712825926	1.052487892	2.988674175	2.538847387	1.64052052	1.411337889	0.446274778	0.456626759	4.188344374	4.66937321	2.372280449	2.262020072	1.523133183	1.576230734
NUB1	1.239606174	3.453388678	4.238072005	1.595489355	1.02498456	1.246704284	1.841732332	0.524131623	0.965321289	7.501536862	6.23669385	0.8955473	1.007695136	1.703674416	1.197847625
AGR2	6.230927274	19.7043439	31.23455343	1.21380568	0.886114628	5.820091253	8.93227234	1.163007234	2.651966236	19.41304978	15.13398904	1.324766455	0.696934128	9.23478364	10.35557357
CHN2	0.85394446	4.302658414	4.347295456	0	0	0.057529566	0.046743028	0.266048425	0.707771477	4.307148374	4.311951354	0.050508718	0.046500413	0.086478258	0
APOH	3.237214772	16.57942395	25.82455813	9.938109945	9.084670689	41.89724516	41.89747481	0.354864391	1.30714552	6.993937669	7.86270979	9.297092768	10.04785943	40.83305958	42.46718099
PNPLA8	0.929813982	1.79825683	2.612982372	0.203086166	0.444777014	1.081978072	0.879112002	0.083394384	0.30718381	1.526200029	1.950418131	0.379973845	1.049458853	1.138498163	1.455407535
TLDC2	20.64310869	12.64250388	18.33917896	23.2202342	22.31669104	14.89323956	12.68634718	14.44143783	22.27830625	172.2854459	159.3053375	17.71544331	21.55193037	13.90189648	8.539596178
FBXW8	1.112264159	2.957782853	3.789500356	1.00211177	0.487714474	13.05071944	13.11011275	0.914450317	1.571912662	10.16994269	12.04429021	1.562457741	1.05487297	12.12736688	12.76726625
DXO	9.647760498	12.08671286	13.08388809	14.13947555	16.44790056	15.8070765	16.85685756	10.66050933	13.32309256	109.0725926	111.5409141	12.14324789	13.37556371	18.56339562	14.23839234
HIST2H3D	0	1.37773989	1.162419283	1.400355702	0	1.49212937	0	1.150071457	2.82419762	19.42841496	16.98804451	3.930094436	1.206069096	6.728892164	1.433654833
EEA1	0.991257489	0.725247708	1.459151141	1.47430552	0.894146406	1.147984064	1.423659093	0.186277584	0.628975243	3.605741546	3.324802997	1.220071681	2.148823008	1.816469412	1.45131068
MUC13	0.684635305	2.265651709	3.959667172	0.493466299	0.288196184	2.103224365	1.139252775	0.405269536	0.165868137	2.852628805	2.82689023	0.923274543	0.991672132	0.92212169	1.515601379
STEAP1	1.474177804	4.878470972	6.468058559	0.708364546	1.86165867	4.151333465	1.839805597	0.581759223	1.071457128	7.780332946	7.161114148	1.656685962	0.91512812	6.240271072	3.988648307
FLRT3	1.107763668	1.96387663	2.485427126	0.221790441	0.38859285	0.827139922	0.960078386	0.091075023	0.782776161	3.461739256	3.587456028	0.622454263	0.286528554	0.888110045	1.702983053
RIMKLB	1.33409756	1.642450096	2.383505742	1.268752486	0.584985756	1.423054115	1.387485367	0.219366223	1.010046312	5.635908401	4.320430858	0.937039571	1.437795563	2.513478167	1.982565489
CTSL	23.69214328	29.19806999	34.93300857	6.567940499	5.753752759	11.14556312	11.37242471	5.593838684	18.88786603	109.6851449	87.30067041	11.6059044	11.7324118	17.53322916	8.965493197
FAM160B2	1.099667545	8.892563705	9.926762981	1.8077073	0.548175043	11.26072795	11.9784798	0.6281074	0.771212699	5.466148641	6.817894525	1.561023255	1.437142494	9.744212952	8.612839875
PDE4B	1.108532592	2.030747796	2.100261958	0.798999806	0.349976323	0.780416113	0.634091567	0.054682944	0.469991702	2.463389958	1.750098755	0.560597691	0.28672744	0.853177442	0.817999264
NT5C3A	3.291894323	3.890645943	4.103243562	3.130654931	1.876492958	2.282406877	2.710373023	0.405965676	4.153826301	20.57420754	13.82558361	2.928724826	4.257323777	3.430906655	3.542477773
PAPPA	1.159165127	3.033575381	4.375871294	0.596781675	0.697069694	1.165802623	1.420829735	0.408432877	1.203572337	7.014743966	6.083358115	0.651336829	1.54195095	1.792258714	1.578345824
BCL9	0.447764286	1.058413262	1.562747793	0.537893639	0.314142818	1.432862549	1.474662456	0.29450428	0.090400718	1.969321034	1.721957939	1.090264516	0.772109655	2.369261797	1.743833425
WARS	4.898082119	3.47338671	3.982538415	3.983018639	3.568569526	4.919239339	4.545498519	0.892128409	3.012314589	15.59422124	15.28269386	4.827006519	4.677833266	8.699511417	5.467866631
BRWD3	0.603885661	2.765682046	2.182901439	0.680100276	0.476633896	1.787522556	2.276688166	0.07447288	0.320041616	1.677449409	1.512583686	0.212077729	0.390495036	1.779228498	2.088817247
GSDMD	3.09041379	7.194355194	6.536904373	3.59997619	2.365281735	6.233344193	4.382844158	1.20110082	1.815082442	11.83610484	13.64754944	2.94680263	2.712948232	6.306692324	4.606975264
FOXD3-AS1	0.793224812	4.687509064	4.350411903	2.382227621	3.339067704	5.076698435	5.774776122	0.782581736	1.921763612	11.56778763	11.07808946	0.445714352	1.231029135	7.631276709	4.389974525
HPD	3.663892203	4.839752949	4.083370302	2.589051702	2.041292402	2.482854943	2.689774265	0.42526259	2.088610385	9.279406022	10.46946513	1.69543885	2.452828782	2.0734553	1.590370138
KCTD21	0.230119014	0.679936473	1.147344681	0.829317281	0.363255925	1.472778989	1.555631333	0	0.557514516	1.7578423	2.515160769	0.646521299	0.952342744	1.660407468	1.556569044
BTG1	1.579259287	3.499697744	6.102342021	1.660001382	0.311618803	3.284897908	4.619413002	0.389517403	1.315224293	6.44311722	7.072227224	1.774776886	2.144536953	4.842889323	3.520340328
SNAP25	1.569909339	1.686777167	1.565474405	0	0	0.182682505	0.445291048	0.140804102	0.864421523	4.162611696	3.813074632	0	0.147659934	0.411911629	0.702093698
FYB	1.021049381	3.805949983	4.072659823	0.56611101	0.909211714	1.508029109	1.306965725	0.387442106	0.95143051	5.890631717	4.959952012	0.441330277	0.812613768	2.342426641	2.028504076
CPS1	3.532296012	16.21113342	23.23814604	2.645175917	1.206911201	4.227795127	4.866395023	0.814652302	3.27862735	16.8203493	14.03904751	1.495046457	2.420568204	7.590942884	5.021223681
ZNF397	0.880106152	3.250580339	2.961967115	1.255496863	2.026058876	6.759294651	5.892412204	0.325611506	0.33316453	2.444723628	3.139667583	1.60723265	1.593506677	5.97990698	5.682606136
GPR68	0	0.8637143	1.457456758	0.877892302	0.769065319	0.935425825	0.912045178	0.432592467	0.708203308	4.262930891	5.147460406	1.314027914	1.360966927	1.265516174	1.438028398
STARD4	0.59003422	1.195463255	1.260787277	0.911315225	1.153165007	3.236797173	4.646178074	0.166319271	0.102106371	1.404834368	1.023646243	1.515616996	1.918591972	6.649575525	6.841893208
IRAK2	0.412668205	0.325151361	0.411502434	0.826221926	0.289520082	0.88036918	0.429182328	0.271420826	0.833150461	4.776221738	4.009237034	0.772929856	0.711591155	2.117388978	0.8458687
LY6K	3.431495629	11.32781889	12.38928233	1.13716215	0.871670675	8.481810218	8.122135106	1.284137579	3.440094507	15.61254759	20.69277242	1.063814152	1.346662974	7.171779238	8.149419518
ZSWIM1	1.730255639	6.134898104	5.866250293	1.247120679	1.456696925	4.872457118	5.938339661	0.341407995	1.047982324	5.286858315	5.673417899	0.972233546	1.253109711	4.660893886	4.894308102
TRIB3	0.976632063	1.813850333	1.391247307	1.676022695	0.587302531	1.250103726	3.047144535	0.27529375	1.183054245	5.231923919	5.930232486	1.567917699	1.010442862	4.832104856	4.632867699
DNAJC1	1.724098391	2.490508615	2.48332916	3.221769975	2.217589546	1.961663881	3.18772128	0.188996149	0.696168666	4.523068617	2.559074678	3.229245928	4.16216808	3.870256449	3.769577841
TMEM132A	1.515538315	1.090292302	1.117016027	1.26650242	1.386877247	1.012127912	1.165007785	0.130017706	1.197302869	5.033458491	4.56125841	2.147471488	2.045225135	1.458034604	1.05350265
ABCC1	3.478670396	4.709415047	5.045590235	1.215675128	1.530901932	2.590691151	2.565405494	0.56159925	1.762187465	8.960154148	8.602790593	2.772078491	3.075595608	4.19856222	2.333592619
P4HA1	1.239205396	8.421451784	9.422248253	3.721604871	2.608208074	6.146530973	8.054973852	0.305644597	1.501125408	8.175260936	5.455342777	2.088934773	3.045002771	12.81600509	12.95434376
FGG	0.399256489	8.965642337	15.12888697	0	0	0	0	1.181698422	1.450931527	9.981348187	11.15194339	0	0	0.640179324	0
PRCD	0.451562475	1.601086979	2.071319412	0.97642144	1.33059173	3.583641904	3.94491775	0.534604376	0.547005288	5.268195085	3.619366128	1.623895759	0.840951854	3.822974738	2.665706177
CDH17	1.473799907	10.01572047	12.36944036	14.75381167	10.72764305	17.76441023	20.43704414	0.242337538	1.041427397	4.946750362	4.623700656	17.66678698	16.13770536	26.93971746	22.65696499
POLG2	1.272718441	2.339880558	2.820273467	1.189145028	0.595276533	0.905054857	1.029505542	0	0.856512118	3.928118137	2.232563996	0.635682335	1.170470835	1.632570649	1.391339165
KDM5B	0.515084454	1.123885733	1.501378131	1.618307193	1.125816989	2.789413199	2.060373315	0.078180511	0.28797847	1.760961197	1.010473951	1.602979305	1.844711208	3.125718433	2.241538064
XBP1	2.84806478	7.106189435	7.415605446	3.991568712	2.997221274	23.29111448	23.20263416	0.936616979	1.150011778	8.130996982	8.454750026	4.267553007	5.565921251	34.70668356	25.10269008
FAM8A1	0.307317374	1.695000071	2.349443978	0.861411878	0.431215928	2.622472401	2.876540181	0.2021293	0.124090787	1.565032144	1.24404645	0.690728592	0.211971092	3.252225943	2.645686308
R3HDM2	1.05512472	1.918519719	1.456814816	1.170007508	0.512484387	3.11671271	3.292045844	0.080074431	0.688227728	3.156335753	2.365606063	0.820905716	1.007679617	3.982277617	3.593487533
HSD17B1P1	5.518519005	16.00919326	12.00639142	5.423995539	5.80753032	23.76001186	28.69679323	0.494952219	1.823160034	6.96778233	10.35737059	5.074142868	5.709568987	23.16711773	19.12690704
CHDH	1.049862383	5.547187834	6.404543676	0.519312111	0.454936139	3.71532135	3.018715143	0.42649595	0.972524354	5.489441299	4.87492061	0.694022864	0.638946118	3.624217054	2.278546544
TONSL	0.606380267	1.035193958	1.545260791	1.294999169	1.488986597	1.379868195	0.560574527	0.332357874	0.408080868	2.71372144	3.027436283	0.454301452	1.254746051	1.361202556	0.580034447
FOXD3	4.363877248	12.48684102	8.01601217	4.690453158	4.59241862	11.171657	9.077021062	0.906384216	3.060450009	12.44079832	15.89880628	5.420365144	2.138662314	13.03682535	17.51313157
CSNK1D	11.08240979	83.31452069	66.34995211	1.357420267	1.143412607	4.839810402	5.514354433	6.088576775	11.74012085	63.56047195	67.24100401	2.197843995	2.293216103	5.979033309	5.986393257
IRS2	0.706474986	1.182878916	1.467665045	0.565786378	0.371736955	1.431806125	1.591951062	0.116165979	0.356581845	1.880650515	1.572928427	0.793938959	1.035488421	2.548760149	2.027340847
FILIP1	1.129717439	3.433366172	3.808730867	0	0.056613432	0.275439107	0.167846626	0.689965394	0.521331786	4.781842084	4.834515923	0.181368607	0.111316955	0.465794074	0.13232251
SLC46A1	15.037065	25.71898314	26.51481647	3.744942059	2.508773884	5.476979072	5.276511438	10.79479549	14.36492555	93.81125922	96.87444303	3.778165549	3.162122981	5.998312012	5.111990975
PTPN12	5.355089733	10.106158	14.38344553	3.216501171	3.454041911	5.970131464	5.03041612	1.448629758	5.545294461	26.87124565	20.76878021	4.853280491	5.540481829	7.229283009	5.948620809
TSEN54	3.760439021	32.26314378	38.33145168	1.505789459	0.732847708	17.64920114	17.81643138	1.923695106	4.217824207	21.6649418	21.81901967	0.939109775	1.29687488	20.7686083	18.15657164
PIK3CA	0.967277435	1.98557923	2.538276088	0.428097264	0.857208328	1.303294381	1.217772362	0.200905055	0.431687204	2.262622761	2.287546425	0.286060428	0.368702666	1.420353234	2.191385057
PLA2G4C-AS1	1.64641851	1.945880052	0	5.274191921	4.042834551	5.6198412	6.278450753	3.790098032	3.324012662	32.01348789	22.66045571	1.23350043	4.542445805	11.61562485	10.12426351
CA12	20.3095055	67.67447792	76.23947733	7.161862928	5.239866124	11.15332528	14.78557474	4.459849097	16.42788602	72.97544324	64.3660583	5.153781709	7.862785481	15.88324033	11.76369368
HIST2H2AA4	9.344300797	12.04789564	11.01206778	8.163775792	7.151762032	7.611447157	6.184334712	6.704671898	5.145147259	44.83347886	45.39181397	11.45580718	13.18336166	11.44150281	7.313164812
TGM2	6.796700801	11.5561448	15.69526405	1.790524494	1.882276841	2.365756633	2.170212032	1.941067592	7.222157925	32.37686362	27.80323064	3.551072138	3.947790132	5.506370691	4.692739761
WNT11	0.798180402	1.886717518	1.989813933	0.479422069	0	0	0.62259144	0.196867709	0.966884816	3.325730341	4.604319019	0.224249453	0	1.343816657	0.245411135
MFSD1	1.993262349	4.390373467	6.053241263	0.979560465	1.525564972	1.39167588	1.224971421	1.519581935	3.073077364	15.72955778	16.17446239	1.425476764	0.937394853	2.527788253	1.559994309
A2ML1-AS1	43.45889212	72.66053874	86.67224486	66.21327888	65.81361542	105.8289454	92.6008348	15.68626224	43.65634683	217.8819368	182.7906073	50.03044996	73.47682455	88.71865675	83.43109894
TANK	1.803417012	1.522453204	3.168472851	0.72214077	0.813370319	1.209162373	1.42901791	0	0.624168429	2.146911243	1.877241341	0.386035446	1.421600713	2.478557698	1.056160846
SLC38A2	5.079906853	12.77967482	16.49924056	3.48710205	3.513051237	8.63884594	8.83048165	1.002349464	2.549349548	13.40522376	10.75197576	3.751507897	3.603958062	10.19322183	8.835804527
MAX	1.405959644	2.812082187	3.666737486	1.818881875	1.138147231	1.938084062	1.912138059	0.213399264	1.441105806	4.656460403	6.041684904	1.944642664	2.90926735	3.641652136	2.261161697
CYP2D6	1.568916206	1.854281113	2.346726117	2.827079132	3.50854965	5.522649923	5.914916002	0.386966327	0.475131077	2.451415846	3.810662461	2.644729944	3.043559548	7.924282749	5.788608788
IFT172	0.969507483	2.76351564	2.900305987	0.616583233	0.840232011	1.824976702	1.779362037	0.337587932	0.483586273	2.297020969	3.462924202	0.769084068	0.767054777	2.249505255	1.893734993
NANS	7.981885103	13.92043529	18.05410494	4.911202788	5.0194559	3.114918585	1.316060315	2.688952118	6.721096875	31.36492997	31.3262371	3.062950478	3.22271856	3.277634897	1.795709477
MARS	7.976040267	12.24675106	12.37212396	11.30127699	8.465496349	21.64054673	23.18408981	4.573448645	10.15734649	53.49517858	45.86506126	9.729611993	12.34298801	51.68072585	48.04069637
FUT8-AS1	3.149952573	5.956619014	5.653897341	4.919198234	6.62983857	14.51515198	17.03523701	0.310768816	1.907865256	6.562359098	8.033301127	3.539927269	4.562604588	16.36434722	15.49591417
LIPE-AS1	22.65742621	45.61766188	40.53191401	13.40387998	13.5395704	37.7461215	38.01047982	12.8054772	20.27442343	115.1207459	114.7641719	12.02750859	12.60439654	35.16117998	35.98684863
B3GNT8	1.02264202	3.021617369	3.059259287	0.614243536	1.076198982	1.636246454	1.595349037	0.756690558	0.309697231	3.550817569	4.65720804	0.574624266	0.264511419	1.721720274	1.25769933
LCN2	0.299817138	0.708699743	0.597940332	0	0	0	0	0.295794348	1.452747461	6.662560325	5.097476435	0	0	0	0
FAM13A-AS1	8.817282985	47.96184441	44.80933029	10.33686068	11.17958366	34.94659622	41.21035356	4.611506037	7.206400489	40.42704218	41.15457368	11.10273464	10.77118649	29.22965108	32.92383555
SEPT4-AS1	1.825172519	3.595245048	1.820016478	1.461704618	0	1.168124135	1.265474749	1.20045554	0.368490547	8.027327643	4.433070663	0.683711667	0.314726602	2.633880647	3.367040779
SCARB2	1.432688191	2.290901528	3.361508006	2.126028155	1.064272767	2.481107992	4.031822585	0.166290015	1.53132615	5.8524469	4.605597819	2.557153794	1.656674331	4.864687211	3.627638482
AK4	0.569011623	2.615305928	2.017437109	0.683546548	0.998019048	4.208206504	4.20822957	0.311876068	0.382932575	2.546486297	2.303406669	1.421015935	0.850359881	3.588653693	2.410424416
ASNS	0.752806847	1.398150852	2.681000703	0.516764259	0.679056193	3.166127706	3.13173044	0.424403474	0.91192105	5.078426313	3.91811801	0.725148738	1.112669806	7.242432756	5.422787337
CEBPG	3.475730937	4.49303748	4.440699918	2.609595073	1.828879522	3.336740898	3.501859251	0.642955387	2.1051829	9.805601635	7.914402963	3.051592256	2.921798767	7.628162609	4.274638032
CEP83	0.3459262	0.817691112	1.103836708	0.664890909	0.946511177	4.162232929	3.237925013	0.136513897	0.419041596	1.633529908	2.016487016	0.622004838	0.715804185	3.927049485	3.318419251
PNPT1	4.386066606	2.867652604	3.815334503	4.259983511	4.32114644	1.911227646	3.008706887	1.473095033	3.730482306	17.8863271	15.86631738	3.670588784	4.537911322	2.24449315	1.836329213
FMNL1	7.968265718	24.66510841	26.67503691	5.545785654	5.523829927	26.30823397	21.17824443	4.429809291	4.749617459	32.32256365	32.25620648	5.117007855	4.318351412	21.5984471	17.65518676
MTBP	1.381045745	2.992439128	3.385479846	2.419423104	4.117889404	7.365663836	6.702790829	0.738029281	1.324415038	7.112979331	6.638824144	3.168715343	2.857714524	10.13091854	7.218553675
BAIAP2L2	2.009305721	6.596587779	4.229884521	2.681948711	1.644638659	6.286968202	5.572570541	1.321563939	0.270443901	4.651140814	7.591581867	1.756272397	1.154926371	5.154845628	6.589734981
TFPI	0.695307527	3.52879716	4.200844759	0.884397429	0.731721598	4.135901358	3.573124239	0.242109972	0.743178177	3.465154171	2.831219899	1.103137315	0.888644559	4.367690931	3.873217901
PCMTD1	0.654250698	2.087775442	2.544369615	0.628754547	0.27540583	2.596097269	2.993902776	0.06454723	0.475520369	2.089954102	1.271261558	0.955823869	0.609210649	2.895362448	3.057602236
HIVEP1	1.265518335	6.756434415	6.396747047	0.471802144	0.22961983	0.279290086	0.226924439	0.688848702	0.898655104	5.151741785	5.458563988	0.294246983	0.270895928	0.629741934	0.268345084
STX17	1.415086289	1.791933845	2.419009242	0.48569299	0.638226865	0.646904189	0.946102562	0.299164157	0.489765916	2.667308236	2.577774476	0.340774011	1.15034565	1.653121292	0.870174041
PSME1	3.497137126	6.676739469	6.706265095	3.554749089	3.397187355	4.820725656	6.434843177	1.061604422	2.606951649	14.57131122	9.147408583	2.720834609	3.33988365	7.246499254	4.300964498
MYD88	1.321179656	1.277578304	1.197679432	1.442833275	0.758384392	1.076173526	1.124223149	0.355487116	0.581973037	2.835847233	3.35480874	1.48474613	1.863979939	0.924400327	0.886285489
CBX4	3.160780535	4.325529198	5.142494474	3.197478852	1.925760922	3.619968023	3.979324895	0.984748685	3.022774015	11.55248633	13.13181739	3.552095769	4.302902764	7.202017395	4.501078819
CWF19L2	1.204124568	0.948759165	1.867791275	1.928666384	1.548782869	1.883808121	1.113165445	0.131996473	0.648279934	2.787307508	2.112238709	1.202843759	2.353198764	2.31687351	0.658176081
TMEM99	1.014199378	1.438402443	2.42720233	2.193021058	1.707702704	1.038552364	0.843828421	0.200118276	0.982849468	3.944083393	3.448673727	0.455904266	0.8394486	2.927153556	2.24516902
PSORS1C2	1.249846399	5.908707078	4.154385438	3.002849704	2.630604643	8.532384987	5.63273815	1.233076614	1.514015506	7.522175446	10.62491393	2.340969294	3.017270251	4.40888717	6.148509248
CYSRT1	5.171556676	9.168290667	13.26072144	1.331255652	3.109941238	7.092503905	7.683588011	2.551083718	1.7898924	16.41753493	13.45814629	1.245388445	2.675297447	7.463000292	2.725823298
EYA4	1.495876228	2.651934209	4.155311929	0.192533294	0.843330547	8.547964582	6.834135141	0.42165867	1.61789867	6.010178436	6.098685248	1.080688323	0.829105261	7.606769487	4.33645417
ALDH2	1.429436811	5.592603407	7.520206973	2.250077711	1.193064006	3.596308101	2.050537788	0.437666082	1.492727908	5.545193437	5.986013626	1.827979109	2.651863037	5.405958736	4.24344131
POLH	1.624094191	3.039200792	3.373971224	1.625836704	1.851579068	3.291536228	4.785746668	0.801151473	0.819735326	3.759453178	6.903192663	2.433550001	2.520479992	4.557208747	3.661894632
ZNF140	1.604752541	4.109377131	6.134173511	1.499376015	1.313507467	6.50467338	5.841399888	0.52774027	1.07996392	5.200553577	4.872129438	1.70323594	1.014633119	5.489293496	5.701539093
NBR1	1.767084042	4.176986067	6.479951587	1.780392746	1.499700248	4.815645602	4.624139588	0.337427271	1.31196664	5.066875146	4.707335594	1.8577353	1.946212391	7.238862933	4.837241809
PHGDH	0.937421852	0.805764632	2.124485616	2.047478454	1.793664971	5.235988653	4.874677613	0	0.929091693	2.248851127	2.897818336	2.298497066	2.821455132	9.592441524	6.288496652
LANCL1-AS1	4.598515046	9.171433452	7.164881904	0	2.419672337	6.254053933	6.575989811	1.134203644	1.044461807	5.98761139	8.376828187	1.291956659	1.189428671	5.253541183	5.655497409
LINC00319	1.475225301	4.694170612	5.657914796	0.136320747	0.119421891	2.324074546	2.242381091	1.231518962	1.237175153	8.038035016	8.130883691	0.63763967	0.352222453	2.18346335	1.6747479
OSMR	8.882260326	18.31199527	19.57900358	6.979721051	6.465894694	14.19041238	12.2243379	4.08504612	7.523648286	34.96857417	36.74013906	6.454470677	6.564115954	16.19098641	14.45565319
ASAH2B	0.889501576	1.971168815	2.550092709	14.55895453	17.08356616	39.42317298	36.19444271	0.219391677	0.808130811	3.551806425	2.700582615	13.61988865	15.99014189	37.01124929	32.81868478
CALCOCO2	1.954837962	3.193783927	5.274618737	1.174161201	0.968101233	2.575816751	1.614493991	0.283618966	1.601892482	5.749486535	5.027303224	1.486106752	1.963028339	2.876312719	2.757716706
NGEF	0.512086133	2.905093262	2.348941745	0.861227737	0.970028433	2.228625033	2.130315017	0.50521523	0.620321303	2.418169006	4.726365954	0.230193646	0.317888669	3.054468258	2.267246356
C6orf48	2.128185614	4.401729778	3.183260358	3.195703461	2.51959634	2.724109588	0.830006689	0.262453842	1.289000801	5.172640186	4.199848317	3.886450966	3.027561567	4.350802291	2.617355408
PAPPA-AS1	257.153771	508.2392481	599.6304288	129.4391643	130.2686156	298.1219668	280.6642212	179.8110905	257.0221562	1371.858223	1390.955082	127.6831538	110.8736859	303.0844088	284.7554487
GRK2	1.653335197	3.483315063	2.723880625	1.036242209	0.453892774	2.024281134	1.869019814	0.14183927	0.87077661	3.594183893	2.269745482	0.969403639	0.892473035	1.936386372	1.23769691
AKAP10	1.087084499	1.51841259	1.773840317	0.712309645	0.10400149	0.758991548	0.616684013	0.09749987	0.598569112	1.784344423	2.280315587	0.555304185	1.022471944	1.616294333	1.458495387
FAM206A	3.995460147	3.079683258	2.42514886	2.295506935	0.731253406	1.334151931	0.542002193	0.342769666	0.631297256	3.619053005	2.531575886	0.78088896	1.078377952	1.002746439	0.640934158
